method,train_dataset,test_dataset,direction,subject,acc,bac,source_file
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,36,71.5,71.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,37,51.0,51.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,38,59.0,59.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,39,70.0,70.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,40,47.5,47.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,41,88.5,88.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,42,67.5,67.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,43,93.5,93.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,44,70.0,70.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,45,59.0,59.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,46,71.67,71.67,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,47,62.0,62.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,48,87.0,87.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,49,63.5,63.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,50,60.5,60.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,51,61.0,61.0,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
SessionEA+CSP-LDA,lee2019,cho2017,lee2019->cho2017,52,76.5,76.5,loso_results_20260613_sfreq100_sessionea_session_ea_cross_lee2019_to_cho2017_csp_lda.csv
