dataset,subject,backbone,method,acc,reference_acc,reference,delta
cho2017,12,Conformer,AdaBN,75.0,57.0,Original,18.0
cho2017,13,Conformer,AdaBN,50.5,53.5,Original,-3.0
cho2017,14,Conformer,AdaBN,95.0,91.5,Original,3.5
cho2017,15,Conformer,AdaBN,81.0,64.0,Original,17.0
cho2017,16,Conformer,AdaBN,63.5,58.5,Original,5.0
cho2017,17,Conformer,AdaBN,53.0,48.5,Original,4.5
cho2017,18,Conformer,AdaBN,71.0,59.5,Original,11.5
cho2017,19,Conformer,AdaBN,70.5,57.0,Original,13.5
cho2017,20,Conformer,AdaBN,69.0,54.0,Original,15.0
cho2017,21,Conformer,AdaBN,84.0,66.5,Original,17.5
cho2017,22,Conformer,AdaBN,74.5,69.0,Original,5.5
cho2017,23,Conformer,AdaBN,86.5,54.5,Original,32.0
cho2017,24,Conformer,AdaBN,76.5,71.0,Original,5.5
cho2017,25,Conformer,AdaBN,81.0,71.0,Original,10.0
cho2017,26,Conformer,AdaBN,76.5,65.5,Original,11.0
cho2017,27,Conformer,AdaBN,61.0,50.0,Original,11.0
cho2017,28,Conformer,AdaBN,50.0,51.0,Original,-1.0
cho2017,29,Conformer,AdaBN,61.5,59.0,Original,2.5
cho2017,30,Conformer,AdaBN,61.5,63.5,Original,-2.0
cho2017,31,Conformer,AdaBN,72.0,60.0,Original,12.0
cho2017,32,Conformer,AdaBN,55.0,53.0,Original,2.0
cho2017,33,Conformer,AdaBN,65.5,58.5,Original,7.0
cho2017,34,Conformer,AdaBN,51.0,51.0,Original,0.0
cho2017,35,Conformer,AdaBN,61.0,54.5,Original,6.5
cho2017,36,Conformer,AdaBN,70.0,71.5,Original,-1.5
cho2017,37,Conformer,AdaBN,52.5,53.0,Original,-0.5
cho2017,38,Conformer,AdaBN,67.0,63.0,Original,4.0
cho2017,39,Conformer,AdaBN,73.5,50.5,Original,23.0
cho2017,40,Conformer,AdaBN,52.0,47.5,Original,4.5
cho2017,41,Conformer,AdaBN,94.0,91.5,Original,2.5
cho2017,42,Conformer,AdaBN,65.5,65.0,Original,0.5
cho2017,43,Conformer,AdaBN,97.5,98.0,Original,-0.5
cho2017,44,Conformer,AdaBN,71.5,74.5,Original,-3.0
cho2017,45,Conformer,AdaBN,71.5,66.0,Original,5.5
cho2017,46,Conformer,AdaBN,82.5,79.1667,Original,3.333299999999994
cho2017,47,Conformer,AdaBN,72.0,70.0,Original,2.0
cho2017,48,Conformer,AdaBN,88.5,87.5,Original,1.0
cho2017,49,Conformer,AdaBN,72.0,63.0,Original,9.0
cho2017,50,Conformer,AdaBN,67.5,67.0,Original,0.5
cho2017,51,Conformer,AdaBN,65.0,58.5,Original,6.5
cho2017,52,Conformer,AdaBN,74.0,61.0,Original,13.0
lee2019,1,Conformer,AdaBN,80.5,79.5,Original,1.0
lee2019,2,Conformer,AdaBN,75.0,74.5,Original,0.5
lee2019,3,Conformer,AdaBN,90.5,86.0,Original,4.5
lee2019,4,Conformer,AdaBN,60.5,56.0,Original,4.5
lee2019,5,Conformer,AdaBN,88.5,85.5,Original,3.0
lee2019,6,Conformer,AdaBN,67.5,65.0,Original,2.5
lee2019,7,Conformer,AdaBN,65.0,61.0,Original,4.0
lee2019,8,Conformer,AdaBN,70.5,69.0,Original,1.5
lee2019,9,Conformer,AdaBN,84.5,85.0,Original,-0.5
lee2019,10,Conformer,AdaBN,72.5,71.5,Original,1.0
lee2019,11,Conformer,AdaBN,53.5,56.0,Original,-2.5
lee2019,12,Conformer,AdaBN,67.0,69.0,Original,-2.0
lee2019,13,Conformer,AdaBN,66.0,59.0,Original,7.0
lee2019,14,Conformer,AdaBN,81.0,72.0,Original,9.0
lee2019,15,Conformer,AdaBN,60.0,53.5,Original,6.5
lee2019,16,Conformer,AdaBN,62.0,61.5,Original,0.5
lee2019,17,Conformer,AdaBN,68.0,64.5,Original,3.5
lee2019,18,Conformer,AdaBN,91.5,82.0,Original,9.5
lee2019,19,Conformer,AdaBN,80.0,66.0,Original,14.0
lee2019,20,Conformer,AdaBN,70.0,75.0,Original,-5.0
lee2019,21,Conformer,AdaBN,93.0,76.5,Original,16.5
lee2019,22,Conformer,AdaBN,76.5,61.0,Original,15.5
lee2019,23,Conformer,AdaBN,81.0,79.0,Original,2.0
lee2019,24,Conformer,AdaBN,55.5,52.0,Original,3.5
lee2019,25,Conformer,AdaBN,59.0,63.0,Original,-4.0
lee2019,26,Conformer,AdaBN,63.0,60.5,Original,2.5
lee2019,27,Conformer,AdaBN,52.0,55.0,Original,-3.0
lee2019,28,Conformer,AdaBN,88.0,85.5,Original,2.5
lee2019,29,Conformer,AdaBN,62.0,77.0,Original,-15.0
lee2019,30,Conformer,AdaBN,71.0,63.0,Original,8.0
lee2019,31,Conformer,AdaBN,71.0,69.5,Original,1.5
lee2019,32,Conformer,AdaBN,91.5,92.0,Original,-0.5
lee2019,33,Conformer,AdaBN,94.0,95.0,Original,-1.0
lee2019,34,Conformer,AdaBN,57.0,50.5,Original,6.5
lee2019,35,Conformer,AdaBN,56.5,50.0,Original,6.5
lee2019,36,Conformer,AdaBN,96.0,88.5,Original,7.5
lee2019,37,Conformer,AdaBN,97.0,97.5,Original,-0.5
lee2019,38,Conformer,AdaBN,61.5,60.5,Original,1.0
lee2019,39,Conformer,AdaBN,85.5,82.0,Original,3.5
lee2019,40,Conformer,AdaBN,64.0,65.5,Original,-1.5
lee2019,41,Conformer,AdaBN,58.5,54.5,Original,4.0
lee2019,42,Conformer,AdaBN,70.0,66.5,Original,3.5
lee2019,43,Conformer,AdaBN,71.5,74.5,Original,-3.0
lee2019,44,Conformer,AdaBN,91.0,85.5,Original,5.5
lee2019,45,Conformer,AdaBN,81.0,77.5,Original,3.5
lee2019,46,Conformer,AdaBN,75.5,73.5,Original,2.0
lee2019,47,Conformer,AdaBN,72.0,57.0,Original,15.0
lee2019,48,Conformer,AdaBN,57.0,51.0,Original,6.0
lee2019,49,Conformer,AdaBN,75.5,67.0,Original,8.5
lee2019,50,Conformer,AdaBN,57.0,57.5,Original,-0.5
lee2019,51,Conformer,AdaBN,63.5,61.5,Original,2.0
lee2019,52,Conformer,AdaBN,71.5,61.5,Original,10.0
lee2019,53,Conformer,AdaBN,66.0,66.5,Original,-0.5
lee2019,54,Conformer,AdaBN,65.0,54.5,Original,10.5
cho2017,1,EEGNet,Snapshot,63.5,65.0,Original,-1.5
cho2017,2,EEGNet,Snapshot,60.0,54.0,Original,6.0
cho2017,3,EEGNet,Snapshot,91.5,89.5,Original,2.0
cho2017,4,EEGNet,Snapshot,93.5,90.0,Original,3.5
cho2017,5,EEGNet,Snapshot,65.5,63.0,Original,2.5
cho2017,6,EEGNet,Snapshot,62.5,57.0,Original,5.5
cho2017,7,EEGNet,Snapshot,59.2,62.0833,Original,-2.8832999999999984
cho2017,8,EEGNet,Snapshot,56.0,58.5,Original,-2.5
cho2017,9,EEGNet,Snapshot,65.8,74.1667,Original,-8.366700000000009
cho2017,10,EEGNet,Snapshot,82.5,86.0,Original,-3.5
cho2017,11,EEGNet,Snapshot,68.5,63.5,Original,5.0
cho2017,12,EEGNet,Snapshot,71.0,61.0,Original,10.0
cho2017,13,EEGNet,Snapshot,51.0,48.0,Original,3.0
cho2017,14,EEGNet,Snapshot,90.5,84.5,Original,6.0
cho2017,15,EEGNet,Snapshot,79.5,67.0,Original,12.5
cho2017,16,EEGNet,Snapshot,58.5,59.0,Original,-0.5
cho2017,17,EEGNet,Snapshot,53.0,49.5,Original,3.5
cho2017,18,EEGNet,Snapshot,70.5,68.5,Original,2.0
cho2017,19,EEGNet,Snapshot,68.0,64.5,Original,3.5
cho2017,20,EEGNet,Snapshot,62.0,56.5,Original,5.5
cho2017,21,EEGNet,Snapshot,81.0,63.5,Original,17.5
cho2017,22,EEGNet,Snapshot,78.0,72.5,Original,5.5
cho2017,23,EEGNet,Snapshot,89.0,80.0,Original,9.0
cho2017,24,EEGNet,Snapshot,72.5,75.0,Original,-2.5
cho2017,25,EEGNet,Snapshot,80.5,74.5,Original,6.0
cho2017,26,EEGNet,Snapshot,68.0,72.5,Original,-4.5
cho2017,27,EEGNet,Snapshot,53.5,49.0,Original,4.5
cho2017,28,EEGNet,Snapshot,48.0,54.5,Original,-6.5
cho2017,29,EEGNet,Snapshot,58.5,64.5,Original,-6.0
cho2017,30,EEGNet,Snapshot,61.0,59.5,Original,1.5
cho2017,31,EEGNet,Snapshot,74.0,66.5,Original,7.5
cho2017,32,EEGNet,Snapshot,51.5,52.5,Original,-1.0
cho2017,33,EEGNet,Snapshot,65.0,63.0,Original,2.0
cho2017,34,EEGNet,Snapshot,51.5,49.0,Original,2.5
cho2017,35,EEGNet,Snapshot,61.0,56.0,Original,5.0
cho2017,36,EEGNet,Snapshot,68.5,67.5,Original,1.0
cho2017,37,EEGNet,Snapshot,47.5,50.0,Original,-2.5
cho2017,38,EEGNet,Snapshot,60.5,64.0,Original,-3.5
cho2017,39,EEGNet,Snapshot,72.5,53.0,Original,19.5
cho2017,40,EEGNet,Snapshot,54.0,52.5,Original,1.5
cho2017,41,EEGNet,Snapshot,95.5,94.0,Original,1.5
cho2017,42,EEGNet,Snapshot,71.0,72.0,Original,-1.0
cho2017,43,EEGNet,Snapshot,97.0,97.0,Original,0.0
cho2017,44,EEGNet,Snapshot,78.0,67.0,Original,11.0
cho2017,45,EEGNet,Snapshot,63.0,58.5,Original,4.5
cho2017,46,EEGNet,Snapshot,79.2,72.9167,Original,6.283299999999997
cho2017,47,EEGNet,Snapshot,74.0,66.5,Original,7.5
cho2017,48,EEGNet,Snapshot,95.0,92.5,Original,2.5
cho2017,49,EEGNet,Snapshot,69.5,63.0,Original,6.5
cho2017,50,EEGNet,Snapshot,65.5,57.0,Original,8.5
cho2017,51,EEGNet,Snapshot,65.0,63.0,Original,2.0
cho2017,52,EEGNet,Snapshot,71.0,64.0,Original,7.0
lee2019,1,EEGNet,Snapshot,86.5,85.5,Original,1.0
lee2019,2,EEGNet,Snapshot,80.5,69.5,Original,11.0
lee2019,3,EEGNet,Snapshot,83.5,84.5,Original,-1.0
lee2019,4,EEGNet,Snapshot,55.0,59.5,Original,-4.5
lee2019,5,EEGNet,Snapshot,89.5,89.5,Original,0.0
lee2019,6,EEGNet,Snapshot,71.5,67.5,Original,4.0
lee2019,7,EEGNet,Snapshot,59.5,62.5,Original,-3.0
lee2019,8,EEGNet,Snapshot,79.0,76.5,Original,2.5
lee2019,9,EEGNet,Snapshot,85.5,81.5,Original,4.0
lee2019,10,EEGNet,Snapshot,65.5,58.0,Original,7.5
lee2019,11,EEGNet,Snapshot,58.0,57.0,Original,1.0
lee2019,12,EEGNet,Snapshot,70.5,72.0,Original,-1.5
lee2019,13,EEGNet,Snapshot,57.0,54.5,Original,2.5
lee2019,14,EEGNet,Snapshot,78.5,77.0,Original,1.5
lee2019,15,EEGNet,Snapshot,52.0,53.5,Original,-1.5
lee2019,16,EEGNet,Snapshot,60.5,58.5,Original,2.0
lee2019,17,EEGNet,Snapshot,71.5,60.0,Original,11.5
lee2019,18,EEGNet,Snapshot,90.5,85.0,Original,5.5
lee2019,19,EEGNet,Snapshot,84.5,68.0,Original,16.5
lee2019,20,EEGNet,Snapshot,69.5,67.5,Original,2.0
lee2019,21,EEGNet,Snapshot,87.0,88.5,Original,-1.5
lee2019,22,EEGNet,Snapshot,73.5,70.0,Original,3.5
lee2019,23,EEGNet,Snapshot,77.5,79.5,Original,-2.0
lee2019,24,EEGNet,Snapshot,57.5,59.5,Original,-2.0
lee2019,25,EEGNet,Snapshot,63.0,58.0,Original,5.0
lee2019,26,EEGNet,Snapshot,61.0,62.5,Original,-1.5
lee2019,27,EEGNet,Snapshot,55.0,51.5,Original,3.5
lee2019,28,EEGNet,Snapshot,92.5,86.0,Original,6.5
lee2019,29,EEGNet,Snapshot,67.5,73.0,Original,-5.5
lee2019,30,EEGNet,Snapshot,70.5,71.0,Original,-0.5
lee2019,31,EEGNet,Snapshot,64.5,62.5,Original,2.0
lee2019,32,EEGNet,Snapshot,95.5,94.0,Original,1.5
lee2019,33,EEGNet,Snapshot,88.0,93.0,Original,-5.0
lee2019,34,EEGNet,Snapshot,46.5,51.0,Original,-4.5
lee2019,35,EEGNet,Snapshot,54.5,55.0,Original,-0.5
lee2019,36,EEGNet,Snapshot,95.0,88.5,Original,6.5
lee2019,37,EEGNet,Snapshot,97.5,96.0,Original,1.5
lee2019,38,EEGNet,Snapshot,64.0,64.5,Original,-0.5
lee2019,39,EEGNet,Snapshot,80.5,82.5,Original,-2.0
lee2019,40,EEGNet,Snapshot,58.5,63.0,Original,-4.5
lee2019,41,EEGNet,Snapshot,51.5,53.5,Original,-2.0
lee2019,42,EEGNet,Snapshot,68.5,68.5,Original,0.0
lee2019,43,EEGNet,Snapshot,71.0,68.0,Original,3.0
lee2019,44,EEGNet,Snapshot,90.5,85.0,Original,5.5
lee2019,45,EEGNet,Snapshot,76.5,79.0,Original,-2.5
lee2019,46,EEGNet,Snapshot,72.0,70.0,Original,2.0
lee2019,47,EEGNet,Snapshot,74.5,63.0,Original,11.5
lee2019,48,EEGNet,Snapshot,56.5,53.0,Original,3.5
lee2019,49,EEGNet,Snapshot,66.5,71.0,Original,-4.5
lee2019,50,EEGNet,Snapshot,51.0,50.5,Original,0.5
lee2019,51,EEGNet,Snapshot,64.5,62.0,Original,2.5
lee2019,52,EEGNet,Snapshot,73.0,67.5,Original,5.5
lee2019,53,EEGNet,Snapshot,60.0,65.5,Original,-5.5
lee2019,54,EEGNet,Snapshot,62.5,59.5,Original,3.0
cho2017,1,CSPNet,Snapshot,64.0,67.5,Original,-3.5
cho2017,2,CSPNet,Snapshot,58.0,53.5,Original,4.5
cho2017,3,CSPNet,Snapshot,92.0,90.5,Original,1.5
cho2017,4,CSPNet,Snapshot,93.5,84.0,Original,9.5
cho2017,5,CSPNet,Snapshot,69.0,61.0,Original,8.0
cho2017,6,CSPNet,Snapshot,58.5,61.0,Original,-2.5
cho2017,7,CSPNet,Snapshot,63.75,64.1667,Original,-0.41670000000000584
cho2017,8,CSPNet,Snapshot,54.0,55.5,Original,-1.5
cho2017,9,CSPNet,Snapshot,72.9167,69.5833,Original,3.3334000000000117
cho2017,10,CSPNet,Snapshot,84.0,80.0,Original,4.0
cho2017,11,CSPNet,Snapshot,72.0,60.5,Original,11.5
cho2017,12,CSPNet,Snapshot,73.0,55.0,Original,18.0
cho2017,13,CSPNet,Snapshot,55.0,55.5,Original,-0.5
cho2017,14,CSPNet,Snapshot,91.0,90.5,Original,0.5
cho2017,15,CSPNet,Snapshot,79.0,63.5,Original,15.5
cho2017,16,CSPNet,Snapshot,65.5,62.0,Original,3.5
cho2017,17,CSPNet,Snapshot,55.5,48.5,Original,7.0
cho2017,18,CSPNet,Snapshot,69.0,66.0,Original,3.0
cho2017,19,CSPNet,Snapshot,74.0,58.5,Original,15.5
cho2017,20,CSPNet,Snapshot,73.5,59.0,Original,14.5
cho2017,21,CSPNet,Snapshot,85.5,73.5,Original,12.0
cho2017,22,CSPNet,Snapshot,71.5,73.0,Original,-1.5
cho2017,23,CSPNet,Snapshot,83.5,84.0,Original,-0.5
cho2017,24,CSPNet,Snapshot,72.0,76.0,Original,-4.0
cho2017,25,CSPNet,Snapshot,79.5,75.0,Original,4.5
cho2017,26,CSPNet,Snapshot,71.5,68.5,Original,3.0
cho2017,27,CSPNet,Snapshot,62.5,50.5,Original,12.0
cho2017,28,CSPNet,Snapshot,45.5,49.5,Original,-4.0
cho2017,29,CSPNet,Snapshot,55.5,60.0,Original,-4.5
cho2017,30,CSPNet,Snapshot,75.5,60.5,Original,15.0
cho2017,31,CSPNet,Snapshot,70.0,61.0,Original,9.0
cho2017,32,CSPNet,Snapshot,55.5,57.0,Original,-1.5
cho2017,33,CSPNet,Snapshot,68.5,67.0,Original,1.5
cho2017,34,CSPNet,Snapshot,54.5,53.0,Original,1.5
cho2017,35,CSPNet,Snapshot,58.0,58.0,Original,0.0
cho2017,36,CSPNet,Snapshot,68.5,67.5,Original,1.0
cho2017,37,CSPNet,Snapshot,51.0,50.5,Original,0.5
cho2017,38,CSPNet,Snapshot,70.0,52.5,Original,17.5
cho2017,39,CSPNet,Snapshot,78.5,50.5,Original,28.0
cho2017,40,CSPNet,Snapshot,53.0,52.0,Original,1.0
cho2017,41,CSPNet,Snapshot,92.5,90.5,Original,2.0
cho2017,42,CSPNet,Snapshot,67.0,70.5,Original,-3.5
cho2017,43,CSPNet,Snapshot,96.5,96.5,Original,0.0
cho2017,44,CSPNet,Snapshot,75.0,72.5,Original,2.5
cho2017,45,CSPNet,Snapshot,65.5,65.0,Original,0.5
cho2017,46,CSPNet,Snapshot,82.5,62.5,Original,20.0
cho2017,47,CSPNet,Snapshot,70.5,66.0,Original,4.5
cho2017,48,CSPNet,Snapshot,94.5,90.0,Original,4.5
cho2017,49,CSPNet,Snapshot,70.5,67.5,Original,3.0
cho2017,50,CSPNet,Snapshot,68.5,56.5,Original,12.0
cho2017,51,CSPNet,Snapshot,66.0,64.0,Original,2.0
cho2017,52,CSPNet,Snapshot,76.5,73.5,Original,3.0
lee2019,1,CSPNet,Snapshot,88.5,84.0,Original,4.5
lee2019,2,CSPNet,Snapshot,80.5,77.0,Original,3.5
lee2019,3,CSPNet,Snapshot,91.0,84.5,Original,6.5
lee2019,4,CSPNet,Snapshot,62.0,61.5,Original,0.5
lee2019,5,CSPNet,Snapshot,89.5,91.0,Original,-1.5
lee2019,6,CSPNet,Snapshot,72.5,77.5,Original,-5.0
lee2019,7,CSPNet,Snapshot,63.5,60.0,Original,3.5
lee2019,8,CSPNet,Snapshot,78.0,72.5,Original,5.5
lee2019,9,CSPNet,Snapshot,83.0,83.0,Original,0.0
lee2019,10,CSPNet,Snapshot,69.0,57.5,Original,11.5
lee2019,11,CSPNet,Snapshot,58.5,56.5,Original,2.0
lee2019,12,CSPNet,Snapshot,68.0,66.0,Original,2.0
lee2019,13,CSPNet,Snapshot,60.5,55.0,Original,5.5
lee2019,14,CSPNet,Snapshot,81.5,75.0,Original,6.5
lee2019,15,CSPNet,Snapshot,63.0,51.5,Original,11.5
lee2019,16,CSPNet,Snapshot,62.0,61.5,Original,0.5
lee2019,17,CSPNet,Snapshot,72.0,67.0,Original,5.0
lee2019,18,CSPNet,Snapshot,89.0,86.0,Original,3.0
lee2019,19,CSPNet,Snapshot,85.0,81.5,Original,3.5
lee2019,20,CSPNet,Snapshot,73.0,74.5,Original,-1.5
lee2019,21,CSPNet,Snapshot,94.5,86.0,Original,8.5
lee2019,22,CSPNet,Snapshot,72.5,65.0,Original,7.5
lee2019,23,CSPNet,Snapshot,80.0,77.5,Original,2.5
lee2019,24,CSPNet,Snapshot,58.0,53.5,Original,4.5
lee2019,25,CSPNet,Snapshot,61.0,59.0,Original,2.0
lee2019,26,CSPNet,Snapshot,63.0,66.0,Original,-3.0
lee2019,27,CSPNet,Snapshot,58.5,54.5,Original,4.0
lee2019,28,CSPNet,Snapshot,91.0,90.5,Original,0.5
lee2019,29,CSPNet,Snapshot,65.5,66.0,Original,-0.5
lee2019,30,CSPNet,Snapshot,74.0,72.0,Original,2.0
lee2019,31,CSPNet,Snapshot,72.0,62.0,Original,10.0
lee2019,32,CSPNet,Snapshot,93.0,96.0,Original,-3.0
lee2019,33,CSPNet,Snapshot,96.5,95.0,Original,1.5
lee2019,34,CSPNet,Snapshot,50.0,46.0,Original,4.0
lee2019,35,CSPNet,Snapshot,58.0,50.5,Original,7.5
lee2019,36,CSPNet,Snapshot,95.5,92.5,Original,3.0
lee2019,37,CSPNet,Snapshot,96.0,96.5,Original,-0.5
lee2019,38,CSPNet,Snapshot,60.5,61.5,Original,-1.0
lee2019,39,CSPNet,Snapshot,84.5,82.5,Original,2.0
lee2019,40,CSPNet,Snapshot,65.0,60.0,Original,5.0
lee2019,41,CSPNet,Snapshot,63.0,56.5,Original,6.5
lee2019,42,CSPNet,Snapshot,71.0,68.5,Original,2.5
lee2019,43,CSPNet,Snapshot,77.5,72.5,Original,5.0
lee2019,44,CSPNet,Snapshot,89.5,91.5,Original,-2.0
lee2019,45,CSPNet,Snapshot,77.5,81.0,Original,-3.5
lee2019,46,CSPNet,Snapshot,76.5,78.0,Original,-1.5
lee2019,47,CSPNet,Snapshot,78.5,70.5,Original,8.0
lee2019,48,CSPNet,Snapshot,56.5,52.0,Original,4.5
lee2019,49,CSPNet,Snapshot,76.0,61.0,Original,15.0
lee2019,50,CSPNet,Snapshot,56.5,49.5,Original,7.0
lee2019,51,CSPNet,Snapshot,66.0,56.5,Original,9.5
lee2019,52,CSPNet,Snapshot,72.5,66.5,Original,6.0
lee2019,53,CSPNet,Snapshot,67.0,62.0,Original,5.0
lee2019,54,CSPNet,Snapshot,62.0,58.0,Original,4.0
cho2017,1,Conformer,Snapshot,68.0,66.0,Original,2.0
cho2017,2,Conformer,Snapshot,63.0,57.0,Original,6.0
cho2017,3,Conformer,Snapshot,91.0,88.0,Original,3.0
cho2017,4,Conformer,Snapshot,90.0,74.5,Original,15.5
cho2017,5,Conformer,Snapshot,74.5,56.0,Original,18.5
cho2017,6,Conformer,Snapshot,67.5,59.0,Original,8.5
cho2017,7,Conformer,Snapshot,56.25,62.5,Original,-6.25
cho2017,8,Conformer,Snapshot,60.5,58.0,Original,2.5
cho2017,9,Conformer,Snapshot,70.0,67.9167,Original,2.083299999999994
cho2017,10,Conformer,Snapshot,86.5,65.5,Original,21.0
cho2017,11,Conformer,Snapshot,68.0,61.5,Original,6.5
cho2017,12,Conformer,Snapshot,75.5,57.0,Original,18.5
cho2017,13,Conformer,Snapshot,55.0,53.5,Original,1.5
cho2017,14,Conformer,Snapshot,90.0,91.5,Original,-1.5
cho2017,15,Conformer,Snapshot,76.0,64.0,Original,12.0
cho2017,16,Conformer,Snapshot,61.5,58.5,Original,3.0
cho2017,17,Conformer,Snapshot,52.5,48.5,Original,4.0
cho2017,18,Conformer,Snapshot,70.5,59.5,Original,11.0
cho2017,19,Conformer,Snapshot,68.5,57.0,Original,11.5
cho2017,20,Conformer,Snapshot,68.0,54.0,Original,14.0
cho2017,21,Conformer,Snapshot,83.0,66.5,Original,16.5
cho2017,22,Conformer,Snapshot,78.0,69.0,Original,9.0
cho2017,23,Conformer,Snapshot,84.0,54.5,Original,29.5
cho2017,24,Conformer,Snapshot,72.5,71.0,Original,1.5
cho2017,25,Conformer,Snapshot,78.5,71.0,Original,7.5
cho2017,26,Conformer,Snapshot,68.5,65.5,Original,3.0
cho2017,27,Conformer,Snapshot,56.5,50.0,Original,6.5
cho2017,28,Conformer,Snapshot,49.0,51.0,Original,-2.0
cho2017,29,Conformer,Snapshot,55.0,59.0,Original,-4.0
cho2017,30,Conformer,Snapshot,60.0,63.5,Original,-3.5
cho2017,31,Conformer,Snapshot,71.0,60.0,Original,11.0
cho2017,32,Conformer,Snapshot,55.0,53.0,Original,2.0
cho2017,33,Conformer,Snapshot,61.5,58.5,Original,3.0
cho2017,34,Conformer,Snapshot,50.0,51.0,Original,-1.0
cho2017,35,Conformer,Snapshot,61.5,54.5,Original,7.0
cho2017,36,Conformer,Snapshot,64.5,71.5,Original,-7.0
cho2017,37,Conformer,Snapshot,49.5,53.0,Original,-3.5
cho2017,38,Conformer,Snapshot,55.5,63.0,Original,-7.5
cho2017,39,Conformer,Snapshot,75.0,50.5,Original,24.5
cho2017,40,Conformer,Snapshot,54.5,47.5,Original,7.0
cho2017,41,Conformer,Snapshot,91.0,91.5,Original,-0.5
cho2017,42,Conformer,Snapshot,65.5,65.0,Original,0.5
cho2017,43,Conformer,Snapshot,98.0,98.0,Original,0.0
cho2017,44,Conformer,Snapshot,77.5,74.5,Original,3.0
cho2017,45,Conformer,Snapshot,66.0,66.0,Original,0.0
cho2017,46,Conformer,Snapshot,80.0,79.1667,Original,0.8332999999999942
cho2017,47,Conformer,Snapshot,71.5,70.0,Original,1.5
cho2017,48,Conformer,Snapshot,91.0,87.5,Original,3.5
cho2017,49,Conformer,Snapshot,71.5,63.0,Original,8.5
cho2017,50,Conformer,Snapshot,61.5,67.0,Original,-5.5
cho2017,51,Conformer,Snapshot,63.5,58.5,Original,5.0
cho2017,52,Conformer,Snapshot,73.0,61.0,Original,12.0
lee2019,1,Conformer,Snapshot,85.5,79.5,Original,6.0
lee2019,2,Conformer,Snapshot,75.0,74.5,Original,0.5
lee2019,3,Conformer,Snapshot,85.5,86.0,Original,-0.5
lee2019,4,Conformer,Snapshot,53.5,56.0,Original,-2.5
lee2019,5,Conformer,Snapshot,91.0,85.5,Original,5.5
lee2019,6,Conformer,Snapshot,68.5,65.0,Original,3.5
lee2019,7,Conformer,Snapshot,65.0,61.0,Original,4.0
lee2019,8,Conformer,Snapshot,79.5,69.0,Original,10.5
lee2019,9,Conformer,Snapshot,77.0,85.0,Original,-8.0
lee2019,10,Conformer,Snapshot,71.5,71.5,Original,0.0
lee2019,11,Conformer,Snapshot,53.5,56.0,Original,-2.5
lee2019,12,Conformer,Snapshot,71.5,69.0,Original,2.5
lee2019,13,Conformer,Snapshot,60.0,59.0,Original,1.0
lee2019,14,Conformer,Snapshot,75.0,72.0,Original,3.0
lee2019,15,Conformer,Snapshot,53.5,53.5,Original,0.0
lee2019,16,Conformer,Snapshot,61.5,61.5,Original,0.0
lee2019,17,Conformer,Snapshot,69.5,64.5,Original,5.0
lee2019,18,Conformer,Snapshot,93.0,82.0,Original,11.0
lee2019,19,Conformer,Snapshot,82.5,66.0,Original,16.5
lee2019,20,Conformer,Snapshot,70.5,75.0,Original,-4.5
lee2019,21,Conformer,Snapshot,86.0,76.5,Original,9.5
lee2019,22,Conformer,Snapshot,71.5,61.0,Original,10.5
lee2019,23,Conformer,Snapshot,71.5,79.0,Original,-7.5
lee2019,24,Conformer,Snapshot,54.0,52.0,Original,2.0
lee2019,25,Conformer,Snapshot,57.5,63.0,Original,-5.5
lee2019,26,Conformer,Snapshot,67.5,60.5,Original,7.0
lee2019,27,Conformer,Snapshot,59.5,55.0,Original,4.5
lee2019,28,Conformer,Snapshot,91.0,85.5,Original,5.5
lee2019,29,Conformer,Snapshot,54.5,77.0,Original,-22.5
lee2019,30,Conformer,Snapshot,66.5,63.0,Original,3.5
lee2019,31,Conformer,Snapshot,69.0,69.5,Original,-0.5
lee2019,32,Conformer,Snapshot,93.0,92.0,Original,1.0
lee2019,33,Conformer,Snapshot,93.0,95.0,Original,-2.0
lee2019,34,Conformer,Snapshot,51.0,50.5,Original,0.5
lee2019,35,Conformer,Snapshot,58.5,50.0,Original,8.5
lee2019,36,Conformer,Snapshot,95.0,88.5,Original,6.5
lee2019,37,Conformer,Snapshot,96.0,97.5,Original,-1.5
lee2019,38,Conformer,Snapshot,60.0,60.5,Original,-0.5
lee2019,39,Conformer,Snapshot,84.0,82.0,Original,2.0
lee2019,40,Conformer,Snapshot,62.5,65.5,Original,-3.0
lee2019,41,Conformer,Snapshot,58.5,54.5,Original,4.0
lee2019,42,Conformer,Snapshot,65.5,66.5,Original,-1.0
lee2019,43,Conformer,Snapshot,74.5,74.5,Original,0.0
lee2019,44,Conformer,Snapshot,79.5,85.5,Original,-6.0
lee2019,45,Conformer,Snapshot,78.5,77.5,Original,1.0
lee2019,46,Conformer,Snapshot,72.0,73.5,Original,-1.5
lee2019,47,Conformer,Snapshot,74.0,57.0,Original,17.0
lee2019,48,Conformer,Snapshot,59.5,51.0,Original,8.5
lee2019,49,Conformer,Snapshot,64.0,67.0,Original,-3.0
lee2019,50,Conformer,Snapshot,56.5,57.5,Original,-1.0
lee2019,51,Conformer,Snapshot,63.0,61.5,Original,1.5
lee2019,52,Conformer,Snapshot,71.0,61.5,Original,9.5
lee2019,53,Conformer,Snapshot,62.0,66.5,Original,-4.5
